0	1.23024E-11	0	0.000000000244582	0	0
0.02	0.000000000104904	0	9.77993E-11	0.0000000052452	190650499.504309
0.04	0.000000000167406	0	0.000000000136375	0.00000000418515	238940061.885476
0.06	2.69055E-11	0	0.000000000192904	0.000000000448425	2230027317.83464
0.08	0.000000000119293	0	0.000000000266635	1.4911625E-09	670617722.749868
0.1	0.000000000450647	0	0.000000000362611	0.00000000450647	221903174.768721
0.12	0.00000000035696	0	0.000000000473082	2.97466666666667E-09	336172120.125504
0.14	0.000000000696611	0	0.000000000596118	4.97579285714286E-09	200972996.40689
0.16	0.00000000078783	0	0.000000000733125	4.9239375E-09	203089499.003592
0.18	0.000000000957012	0	0.000000000876904	5.31673333333333E-09	188085415.856854
0.2	0.00000000115699	0	0.00000000102072	0.00000000578495	172862341.074685
0.22	0.00000000135574	0	0.00000000116265	6.16245454545455E-09	162273002.198062
0.24	0.00000000171716	0	0.00000000128748	7.15483333333333E-09	139765659.577442
0.26	0.00000000239493	0	0.00000000136383	9.21126923076923E-09	108562671.977887
0.28	0.00000000304124	0	0.00000000136534	1.08615714285714E-08	92067709.2238692
0.3	0.00000000374002	0	0.00000000123017	1.24667333333333E-08	80213474.7942524
0.32	0.00000000506413	0	0.000000000876176	1.582540625E-08	63189531.0744392
0.34	0.00000000703928	0	0.000000000160885	2.07037647058824E-08	48300394.3585139
0.36	0.0000000104412	0	-0.00000000112467	2.90033333333333E-08	34478795.5407424
0.38	0.0000000158169	0	-0.00000000328289	4.16234210526316E-08	24024935.3539568
0.4	0.0000000248106	0	-0.00000000667048	0.0000000620265	16122141.3428132
0.42	0.0000000399088	0	-0.0000000118958	9.50209523809524E-08	10523994.7079341
0.44	0.0000000649387	0	-0.0000000202038	1.47587954545455E-07	6775620.70075317
0.46	0.000000102141	0	-0.0000000331413	2.22045652173913E-07	4503578.3867399
0.48	0.000000156797	0	-0.000000050625	3.26660416666667E-07	3061283.06026263
0.5	0.000000203945	0	-0.0000000670141	0.00000040789	2451641.37389983
0.52	0.000000226839	0	-0.0000000753985	4.36228846153846E-07	2292374.76800726
0.54	0.000000240707	0	-0.0000000821278	4.45753703703704E-07	2243391.34300207
0.56	0.00000025446	0	-0.0000000874678	4.54392857142857E-07	2200738.81946082
0.58	0.000000266216	0	-0.0000000927867	4.58993103448276E-07	2178681.97253358
0.6	0.000000277886	0	-0.0000000977947	4.63143333333333E-07	2159158.79173474
0.62	0.000000290259	0	-0.000000101482	4.68159677419355E-07	2136023.34466804
0.64	0.000000301115	0	-0.000000105733	4.704921875E-07	2125433.80436046
0.66	0.000000313976	0	-0.000000109236	4.75721212121212E-07	2102071.49591052
0.68	0.000000323801	0	-0.000000112828	4.76177941176471E-07	2100055.28086695
0.7	0.000000337694	0	-0.000000116043	0.00000048242	2072882.55047469
0.72	0.000000348608	0	-0.000000119088	4.84177777777778E-07	2065357.07729025
0.74	0.000000360631	0	-0.000000121659	4.87339189189189E-07	2051958.92754644
0.76	0.000000373216	0	-0.00000012361	4.91073684210526E-07	2036354.28277459
0.78	0.000000384153	0	-0.000000127103	4.92503846153846E-07	2030440.99616559
