Time,Channel A,Channel B
(us),(V),(V)

-500.33541629,-0.01470992,0.02676473
-500.01541629,-0.00579852,0.01785333
-499.69541629,-0.00579852,0.01785333
-499.37541630,-0.00579852,0.00894192
-499.05541630,-0.00579852,0.00894192
-498.73541630,-0.00579852,0.00000000
-498.41541630,0.00311289,0.00000000
-498.09541630,-0.00579852,-0.01788385
-497.77541631,0.00311289,-0.02682577
-497.45541631,0.00311289,-0.04470962
-497.13541631,0.00311289,-0.05365154
-496.81541631,0.00311289,-0.07153539
-496.49541631,0.00311289,-0.08047731
-496.17541632,0.02093570,-0.09836116
-495.85541632,0.01202429,-0.10730310
-495.53541632,0.02093570,-0.11624500
-495.21541632,0.02093570,-0.13412890
-494.89541632,0.02093570,-0.16095460
-494.57541633,0.02093570,-0.16989650
-494.25541633,0.02093570,-0.16989650
-493.93541633,0.02984710,-0.18778040
-493.61541633,0.02093570,-0.20566420
-493.29541633,0.02984710,-0.19672230
-492.97541634,0.02984710,-0.19672230
-492.65541634,0.02093570,-0.20566420
-492.33541634,0.03875851,-0.22354810
-492.01541634,0.03875851,-0.24143190
-491.69541634,0.03875851,-0.25931580
-491.37541635,0.03875851,-0.26825770
-491.05541635,0.03875851,-0.29508350
-490.73541635,0.03875851,-0.30402540
-490.41541635,0.04766991,-0.32190920
-490.09541635,0.04766991,-0.33085120
-489.77541636,0.05658132,-0.33979310
-489.45541636,0.05658132,-0.34873500
-489.13541636,0.05658132,-0.35767690
-488.81541636,0.04766991,-0.36661880
-488.49541636,0.05658132,-0.36661880
-488.17541636,0.05658132,-0.37556080
-487.85541637,0.05658132,-0.38450270
-487.53541637,0.05658132,-0.40238650
-487.21541637,0.06549272,-0.41132850
-486.89541637,0.05658132,-0.42027040
-486.57541637,0.06549272,-0.42921230
-486.25541638,0.06549272,-0.44709620
-485.93541638,0.06549272,-0.45603810
-485.61541638,0.06549272,-0.47392190
-485.29541638,0.07440413,-0.48286380
-484.97541638,0.06549272,-0.48286380
-484.65541639,0.07440413,-0.48286380
-484.33541639,0.07440413,-0.48286380
-484.01541639,0.07440413,-0.48286380
-483.69541639,0.07440413,-0.50074770
-483.37541639,0.07440413,-0.51863160
-483.05541640,0.07440413,-0.51863160
-482.73541640,0.07440413,-0.51863160
-482.41541640,0.07440413,-0.52757350
-482.09541640,0.07440413,-0.52757350
-481.77541640,0.07440413,-0.53651540
-481.45541641,0.07440413,-0.53651540
-481.13541641,0.07440413,-0.54545730
-480.81541641,0.08331553,-0.55439930
-480.49541641,0.08331553,-0.55439930
-480.17541641,0.08331553,-0.56331060
-479.85541642,0.08331553,-0.57225260
-479.53541642,0.08331553,-0.57225260
-479.21541642,0.09222694,-0.57225260
-478.89541642,0.09222694,-0.56331060
-478.57541642,0.09222694,-0.57225260
-478.25541643,0.09222694,-0.57225260
-477.93541643,0.09222694,-0.59013640
-477.61541643,0.09222694,-0.59907840
-477.29541643,0.09222694,-0.59907840
-476.97541643,0.09222694,-0.59907840
-476.65541643,0.09222694,-0.60802020
-476.33541644,0.09222694,-0.59907840
-476.01541644,0.09222694,-0.59907840
-475.69541644,0.09222694,-0.59907840
-475.37541644,0.09222694,-0.59907840
-475.05541644,0.09222694,-0.59907840
-474.73541645,0.09222694,-0.60802020
-474.41541645,0.09222694,-0.59907840
-474.09541645,0.09222694,-0.59907840
-473.77541645,0.09222694,-0.59907840
-473.45541645,0.09222694,-0.60802020
-473.13541646,0.09222694,-0.59907840
-472.81541646,0.09222694,-0.60802020
-472.49541646,0.09222694,-0.59907840
-472.17541646,0.09222694,-0.60802020
-471.85541646,0.09222694,-0.59907840
-471.53541647,0.09222694,-0.59907840
-471.21541647,0.09222694,-0.59013640
-470.89541647,0.09222694,-0.59907840
-470.57541647,0.09222694,-0.59907840
-470.25541647,0.09222694,-0.60802020
-469.93541648,0.08331553,-0.59907840
-469.61541648,0.09222694,-0.59907840
-469.29541648,0.08331553,-0.57225260
-468.97541648,0.08331553,-0.57225260
-468.65541648,0.07440413,-0.56331060
-468.33541649,0.07440413,-0.56331060
-468.01541649,0.07440413,-0.55439930
-467.69541649,0.07440413,-0.55439930
-467.37541649,0.07440413,-0.54545730
-467.05541649,0.07440413,-0.54545730
-466.73541650,0.07440413,-0.52757350
-466.41541650,0.07440413,-0.52757350
-466.09541650,0.07440413,-0.51863160
-465.77541650,0.07440413,-0.51863160
-465.45541650,0.07440413,-0.50074770
-465.13541650,0.07440413,-0.49180580
-464.81541651,0.07440413,-0.49180580
-464.49541651,0.07440413,-0.49180580
-464.17541651,0.07440413,-0.47392190
-463.85541651,0.06549272,-0.46498000
-463.53541651,0.06549272,-0.45603810
-463.21541652,0.06549272,-0.45603810
-462.89541652,0.05658132,-0.44709620
-462.57541652,0.06549272,-0.43815430
-462.25541652,0.06549272,-0.43815430
-461.93541652,0.05658132,-0.42921230
-461.61541653,0.05658132,-0.42027040
-461.29541653,0.05658132,-0.40238650
-460.97541653,0.06549272,-0.41132850
-460.65541653,0.05658132,-0.41132850
-460.33541653,0.05658132,-0.38450270
-460.01541654,0.05658132,-0.37556080
-459.69541654,0.04766991,-0.35767690
-459.37541654,0.05658132,-0.34873500
-459.05541654,0.04766991,-0.33979310
-458.73541654,0.03875851,-0.33085120
-458.41541655,0.03875851,-0.31296730
-458.09541655,0.03875851,-0.30402540
-457.77541655,0.03875851,-0.28614150
-457.45541655,0.03875851,-0.28614150
-457.13541655,0.03875851,-0.27719960
-456.81541656,0.03875851,-0.26825770
-456.49541656,0.03875851,-0.26825770
-456.17541656,0.03875851,-0.26825770
-455.85541656,0.03875851,-0.25931580
-455.53541656,0.03875851,-0.24143190
-455.21541657,0.02984710,-0.23249000
-454.89541657,0.02984710,-0.21460620
-454.57541657,0.02093570,-0.19672230
-454.25541657,0.02093570,-0.16989650
-453.93541657,0.02093570,-0.16095460
-453.61541657,0.02093570,-0.15201270
-453.29541658,0.02093570,-0.14307080
-452.97541658,0.01202429,-0.13412890
-452.65541658,0.01202429,-0.12518690
-452.33541658,0.01202429,-0.12518690
-452.01541658,0.00311289,-0.09836116
-451.69541659,0.00311289,-0.08941923
-451.37541659,0.00311289,-0.07153539
-451.05541659,0.00311289,-0.06259346
-450.73541659,0.00311289,-0.05365154
-450.41541659,-0.00579852,-0.04470962
-450.09541660,-0.01470992,-0.02682577
-449.77541660,-0.01470992,-0.01788385
-449.45541660,-0.00579852,-0.00894192
-449.13541660,0.00311289,0.00000000
-448.81541660,-0.01470992,0.00894192
-448.49541661,-0.01470992,0.02676473
-448.17541661,-0.01470992,0.03570665
-447.85541661,-0.01470992,0.04464858
-447.53541661,-0.01470992,0.05359050
-447.21541661,-0.01470992,0.07147435
-446.89541662,-0.02362133,0.07147435
-446.57541662,-0.01470992,0.08935820
-446.25541662,-0.03253273,0.08935820
-445.93541662,-0.03253273,0.12512590
-445.61541662,-0.03253273,0.14300970
-445.29541663,-0.03253273,0.16089360
-444.97541663,-0.03253273,0.16983550
-444.65541663,-0.03253273,0.17877740
-444.33541663,-0.04147466,0.18771930
-444.01541663,-0.04147466,0.20560320
-443.69541664,-0.04147466,0.21454510
-443.37541664,-0.04147466,0.23242900
-443.05541664,-0.04147466,0.23242900
-442.73541664,-0.05038606,0.23242900
-442.41541664,-0.05038606,0.24137090
-442.09541664,-0.05038606,0.25925470
-441.77541665,-0.05038606,0.26819670
-441.45541665,-0.05038606,0.28608050
-441.13541665,-0.05929746,0.29502240
-440.81541665,-0.05929746,0.31290630
-440.49541665,-0.05038606,0.32184820
-440.17541666,-0.05038606,0.33079010
-439.85541666,-0.06820887,0.33079010
-439.53541666,-0.06820887,0.34867400
-439.21541666,-0.06820887,0.35761590
-438.89541666,-0.06820887,0.37549970
-438.57541667,-0.06820887,0.37549970
-438.25541667,-0.06820887,0.38444170
-437.93541667,-0.06820887,0.39338360
-437.61541667,-0.06820887,0.40232550
-437.29541667,-0.06820887,0.41126740
-436.97541668,-0.07712027,0.42020930
-436.65541668,-0.07712027,0.42915130
-436.33541668,-0.07712027,0.43809320
-436.01541668,-0.06820887,0.42915130
-435.69541668,-0.08603168,0.44703510
-435.37541669,-0.08603168,0.44703510
-435.05541669,-0.08603168,0.45597710
-434.73541669,-0.08603168,0.47386090
-434.41541669,-0.08603168,0.48280280
-434.09541669,-0.08603168,0.49174480
-433.77541670,-0.08603168,0.50068660
-433.45541670,-0.08603168,0.50068660
-433.13541670,-0.08603168,0.50068660
-432.81541670,-0.08603168,0.51857050
-432.49541670,-0.09494308,0.52751240
-432.17541671,-0.08603168,0.53645440
-431.85541671,-0.10385450,0.54539630
-431.53541671,-0.08603168,0.54539630
-431.21541671,-0.09494308,0.54539630
-430.89541671,-0.08603168,0.54539630
-430.57541671,-0.08603168,0.53645440
-430.25541672,-0.08603168,0.53645440
-429.93541672,-0.09494308,0.53645440
-429.61541672,-0.09494308,0.54539630
-429.29541672,-0.10385450,0.55433820
-428.97541672,-0.10385450,0.57222210
-428.65541673,-0.10385450,0.57222210
-428.33541673,-0.10385450,0.57222210
-428.01541673,-0.10385450,0.57222210
-427.69541673,-0.10385450,0.57222210
-427.37541673,-0.10385450,0.58116400
-427.05541674,-0.10385450,0.58116400
-426.73541674,-0.10385450,0.58116400
-426.41541674,-0.10385450,0.58116400
-426.09541674,-0.10385450,0.59010590
-425.77541674,-0.10385450,0.59010590
-425.45541675,-0.10385450,0.59010590
-425.13541675,-0.10385450,0.59010590
-424.81541675,-0.10385450,0.59010590
-424.49541675,-0.10385450,0.59010590
-424.17541675,-0.10385450,0.59010590
-423.85541676,-0.10385450,0.59010590
-423.53541676,-0.10385450,0.59010590
-423.21541676,-0.10385450,0.59010590
-422.89541676,-0.10385450,0.59901730
-422.57541676,-0.10385450,0.59901730
-422.25541677,-0.10385450,0.59901730
-421.93541677,-0.10385450,0.59010590
-421.61541677,-0.10385450,0.59901730
-421.29541677,-0.10385450,0.59010590
-420.97541677,-0.10385450,0.59010590
-420.65541678,-0.10385450,0.59010590
-420.33541678,-0.10385450,0.58116400
-420.01541678,-0.10385450,0.57222210
-419.69541678,-0.10385450,0.57222210
-419.37541678,-0.10385450,0.57222210
-419.05541678,-0.10385450,0.58116400
-418.73541679,-0.10385450,0.58116400
-418.41541679,-0.10385450,0.57222210
-418.09541679,-0.09494308,0.57222210
-417.77541679,-0.10385450,0.55433820
-417.45541679,-0.09494308,0.54539630
-417.13541680,-0.08603168,0.53645440
-416.81541680,-0.08603168,0.52751240
-416.49541680,-0.08603168,0.51857050
-416.17541680,-0.08603168,0.51857050
-415.85541680,-0.08603168,0.50962860
-415.53541681,-0.08603168,0.50962860
-415.21541681,-0.08603168,0.50068660
-414.89541681,-0.08603168,0.48280280
-414.57541681,-0.08603168,0.48280280
-414.25541681,-0.08603168,0.47386090
-413.93541682,-0.08603168,0.46491900
-413.61541682,-0.07712027,0.44703510
-413.29541682,-0.08603168,0.44703510
-412.97541682,-0.08603168,0.45597710
-412.65541682,-0.07712027,0.45597710
-412.33541683,-0.07712027,0.44703510
-412.01541683,-0.06820887,0.42915130
