#Time,Channel A,Channel B
0.00000000,-0.29297770,9.61088900
0.16384000,-0.29297770,9.61088900
0.32768000,-0.29297770,9.61088900
0.49152000,-0.29297770,9.61088900
0.65536000,-0.29297770,9.61088900
0.81920000,-0.29297770,9.78850700
0.98303999,-0.29297770,9.78850700
1.14687999,-0.11474960,9.61088900
1.31071999,-0.29297770,9.78850700
1.47455999,-0.11474960,9.78850700
1.63839999,-0.29297770,9.78850700
1.80223999,-0.29297770,9.78850700
1.96607999,-0.29297770,9.61088900
2.12991999,-0.29297770,9.78850700
2.29375999,-0.29297770,9.78850700
2.45759999,-0.29297770,9.61088900
2.62143998,-0.11474960,9.78850700
2.78527998,-0.29297770,9.78850700
2.94911998,-0.29297770,9.78850700
3.11295998,-0.29297770,9.78850700
3.27679998,-0.29297770,9.78850700
3.44063998,-0.29297770,9.61088900
3.60447998,-0.29297770,9.78850700
3.76831998,-0.11474960,9.61088900
3.93215998,-0.11474960,9.78850700
4.09599998,-0.29297770,9.78850700
4.25983997,-0.29297770,9.78850700
4.42367997,-0.29297770,9.61088900
4.58751997,-0.29297770,9.78850700
4.75135997,-0.29297770,9.61088900
4.91519997,-0.29297770,9.61088900
5.07903997,-0.29297770,9.61088900
5.24287997,-0.29297770,9.61088900
5.40671997,-0.29297770,9.78850700
5.57055997,-0.29297770,9.78850700
5.73439997,-0.29297770,9.61088900
5.89823996,-0.29297770,9.61088900
6.06207996,-0.29297770,9.78850700
6.22591996,-0.11474960,9.61088900
6.38975996,-0.29297770,9.78850700
6.55359996,-0.11474960,9.61088900
6.71743996,-0.29297770,9.78850700
6.88127996,-0.11474960,9.78850700
7.04511996,-0.11474960,9.78850700
7.20895996,-0.11474960,9.61088900
7.37279996,-0.29297770,9.61088900
7.53663995,-0.11474960,9.61088900
7.70047995,-0.29297770,9.61088900
7.86431995,-0.29297770,9.78850700
8.02815995,-0.11474960,9.78850700
8.19199995,-0.11474960,9.78850700
8.35583995,0.06286813,9.61088900
8.51967995,-0.11474960,9.78850700
8.68351995,0.06286813,9.78850700
8.84735995,-0.11474960,9.78850700
9.01119995,0.06286813,9.78850700
9.17503994,0.06286813,9.78850700
9.33887994,0.06286813,9.78850700
9.50271994,-0.11474960,9.78850700
9.66655994,-0.11474960,9.78850700
9.83039994,-0.11474960,9.78850700
9.99423994,-0.11474960,9.61088900
10.15807994,0.06286813,9.61088900
10.32191994,0.06286813,9.78850700
10.48575994,-0.29297770,9.78850700
10.64959994,0.06286813,9.78850700
10.81343993,0.06286813,9.78850700
10.97727993,0.06286813,9.78850700
11.14111993,-0.11474960,9.78850700
11.30495993,-0.11474960,9.78850700
11.46879993,-0.11474960,9.96673500
11.63263993,0.06286813,9.78850700
11.79647993,0.06286813,9.78850700
11.96031993,-0.11474960,9.78850700
12.12415993,-0.11474960,9.61088900
12.28799993,-0.11474960,9.78850700
12.45183992,0.06286813,9.78850700
12.61567992,0.06286813,9.78850700
12.77951992,0.06286813,9.78850700
12.94335992,0.06286813,9.78850700
13.10719992,-0.11474960,9.78850700
13.27103992,-0.11474960,9.78850700
13.43487992,-0.11474960,9.78850700
13.59871992,-0.11474960,9.78850700
13.76255992,-0.11474960,9.78850700
13.92639992,-0.11474960,9.78850700
14.09023991,0.06286813,9.61088900
14.25407991,-0.11474960,9.78850700
14.41791991,-0.11474960,9.61088900
14.58175991,-0.11474960,9.61088900
14.74559991,-0.11474960,9.78850700
14.90943991,0.06286813,9.78850700
15.07327991,-0.11474960,9.61088900
15.23711991,-0.11474960,9.61088900
15.40095991,-0.11474960,9.61088900
15.56479991,-0.29297770,9.61088900
15.72863990,-0.11474960,9.78850700
15.89247990,-0.11474960,9.61088900
16.05631990,-0.29297770,9.61088900
16.22015990,0.06286813,9.61088900
16.38399990,-0.11474960,9.61088900
16.54783990,-0.29297770,9.78850700
16.71167990,-0.29297770,9.61088900
16.87551990,-0.29297770,9.61088900
17.03935990,-0.29297770,9.61088900
17.20319990,-0.29297770,9.78850700
17.36703989,-0.29297770,9.78850700
17.53087989,-0.29297770,9.78850700
17.69471989,-0.29297770,9.61088900
17.85855989,-0.29297770,9.78850700
18.02239989,-0.29297770,9.61088900
18.18623989,-0.29297770,9.61088900
18.35007989,-0.11474960,9.61088900
18.51391989,-0.11474960,9.61088900
18.67775989,-0.29297770,9.61088900
18.84159989,-0.11474960,9.78850700
19.00543988,-0.29297770,9.61088900
19.16927988,-0.29297770,9.78850700
19.33311988,-0.29297770,9.61088900
19.49695988,-0.29297770,9.61088900
19.66079988,-0.11474960,9.78850700
19.82463988,-0.29297770,9.78850700
19.98847988,-0.29297770,9.61088900
20.15231988,-0.11474960,9.78850700
20.31615988,-0.29297770,9.78850700
20.47999988,-0.29297770,9.78850700
20.64383987,-0.29297770,9.78850700
20.80767987,-0.29297770,9.78850700
20.97151987,-0.29297770,9.78850700
21.13535987,-0.29297770,9.78850700
21.29919987,-0.29297770,9.78850700
21.46303987,-0.11474960,9.78850700
21.62687987,-0.29297770,9.78850700
21.79071987,-0.29297770,9.61088900
21.95455987,-0.29297770,9.78850700
22.11839987,-0.29297770,9.78850700
22.28223986,-0.29297770,9.78850700
22.44607986,-0.11474960,9.61088900
22.60991986,-0.29297770,9.78850700
22.77375986,-0.29297770,9.78850700
22.93759986,-0.29297770,9.61088900
23.10143986,-0.29297770,9.78850700
23.26527986,-0.29297770,9.61088900
23.42911986,-0.29297770,9.78850700
23.59295986,-0.29297770,9.61088900
23.75679986,-0.29297770,9.61088900
23.92063985,-0.11474960,9.78850700
24.08447985,-0.29297770,9.61088900
24.24831985,-0.29297770,9.78850700
24.41215985,-0.29297770,9.78850700
24.57599985,-0.11474960,9.78850700
24.73983985,-0.11474960,9.61088900
24.90367985,-0.29297770,9.78850700
25.06751985,-0.11474960,9.78850700
25.23135985,-0.29297770,9.61088900
25.39519985,-0.29297770,9.61088900
25.55903984,-0.29297770,9.78850700
25.72287984,-0.29297770,9.78850700
25.88671984,-0.11474960,9.78850700
26.05055984,-0.29297770,9.78850700
26.21439984,-0.29297770,9.78850700
26.37823984,-0.29297770,9.61088900
26.54207984,-0.11474960,9.78850700
26.70591984,-0.11474960,9.78850700
26.86975984,-0.11474960,9.78850700
27.03359984,-0.29297770,9.78850700
27.19743983,-0.11474960,9.78850700
27.36127983,-0.11474960,9.78850700
27.52511983,-0.11474960,9.78850700
27.68895983,0.06286813,9.61088900
27.85279983,-0.11474960,9.78850700
28.01663983,-0.11474960,9.78850700
28.18047983,-0.11474960,9.61088900
28.34431983,0.06286813,9.78850700
28.50815983,0.06286813,9.78850700
28.67199983,0.06286813,9.78850700
28.83583982,0.06286813,9.78850700
28.99967982,-0.11474960,9.61088900
29.16351982,0.06286813,9.78850700
29.32735982,0.06286813,9.61088900
29.49119982,-0.11474960,9.61088900
29.65503982,-0.11474960,9.78850700
29.81887982,-0.11474960,9.61088900
29.98271982,0.06286813,9.61088900
30.14655982,0.06286813,9.78850700
30.31039982,0.06286813,9.78850700
30.47423981,0.06286813,9.61088900
30.63807981,-0.11474960,9.61088900
30.80191981,0.06286813,9.78850700
30.96575981,0.06286813,9.78850700
31.12959981,-0.11474960,9.78850700
31.29343981,-0.11474960,9.61088900
31.45727981,-0.11474960,9.78850700
31.62111981,0.06286813,9.78850700
31.78495981,0.06286813,9.78850700
31.94879981,0.06286813,9.78850700
32.11263980,0.06286813,9.78850700
32.27647980,0.06286813,9.78850700
32.44031980,-0.11474960,9.78850700
32.60415980,0.06286813,9.78850700
32.76799980,-0.11474960,9.61088900
32.93183980,0.06286813,9.78850700
33.09567980,-0.11474960,9.78850700
33.25951980,-0.11474960,9.78850700
33.42335980,-0.11474960,9.78850700
33.58719980,0.06286813,9.61088900
33.75103979,-0.11474960,9.78850700
33.91487979,-0.11474960,9.78850700
34.07871979,0.06286813,9.78850700
34.24255979,-0.11474960,9.61088900
34.40639979,0.06286813,9.78850700
34.57023979,-0.11474960,9.78850700
34.73407979,0.06286813,9.78850700
34.89791979,-0.11474960,9.78850700
35.06175979,0.06286813,9.78850700
35.22559979,0.06286813,9.61088900
35.38943978,-0.29297770,9.61088900
35.55327978,0.06286813,9.78850700
35.71711978,-0.11474960,9.61088900
35.88095978,-0.11474960,9.78850700
36.04479978,-0.11474960,9.78850700
36.20863978,0.06286813,9.61088900
36.37247978,-0.11474960,9.78850700
36.53631978,-0.11474960,9.78850700
36.70015978,-0.11474960,9.61088900
36.86399978,-0.29297770,9.78850700
37.02783977,-0.29297770,9.78850700
37.19167977,-0.29297770,9.61088900
37.35551977,-0.29297770,9.61088900
37.51935977,-0.29297770,9.78850700
37.68319977,-0.29297770,9.78850700
37.84703977,-0.29297770,9.61088900
38.01087977,-0.11474960,9.78850700
38.17471977,-0.29297770,9.78850700
38.33855977,-0.29297770,9.78850700
38.50239977,-0.29297770,9.61088900
38.66623977,-0.29297770,9.61088900
38.83007976,-0.29297770,9.78850700
38.99391976,-0.29297770,9.61088900
39.15775976,-0.29297770,9.61088900
39.32159976,-0.29297770,9.61088900
39.48543976,-0.29297770,9.78850700
39.64927976,-0.29297770,9.78850700
39.81311976,-0.29297770,9.78850700
39.97695976,-0.29297770,9.61088900
40.14079976,-0.29297770,9.61088900
40.30463976,-0.29297770,9.78850700
40.46847975,-0.29297770,9.61088900
40.63231975,-0.29297770,9.61088900
40.79615975,-0.29297770,9.61088900
40.95999975,-0.11474960,9.61088900
41.12383975,-0.29297770,9.78850700
41.28767975,-0.29297770,9.61088900
41.45151975,-0.29297770,9.78850700
41.61535975,-0.29297770,9.61088900
41.77919975,-0.29297770,9.61088900
41.94303975,-0.29297770,9.78850700
42.10687974,-0.29297770,9.61088900
42.27071974,-0.29297770,9.78850700
42.43455974,-0.29297770,9.78850700
42.59839974,0.06286813,9.61088900
42.76223974,-0.29297770,9.61088900
42.92607974,-0.29297770,9.78850700
43.08991974,-0.29297770,9.78850700
43.25375974,-0.11474960,9.78850700
43.41759974,-0.29297770,9.78850700
43.58143974,-0.11474960,9.78850700
43.74527973,-0.29297770,9.78850700
43.90911973,-0.29297770,9.78850700
44.07295973,-0.29297770,9.78850700
44.23679973,-0.29297770,9.78850700
44.40063973,-0.11474960,9.61088900
44.56447973,-0.29297770,9.78850700
44.72831973,-0.29297770,9.78850700
44.89215973,-0.29297770,9.78850700
45.05599973,-0.29297770,9.61088900
45.21983973,-0.29297770,9.78850700
45.38367972,-0.29297770,9.78850700
45.54751972,-0.29297770,9.78850700
45.71135972,-0.29297770,9.78850700
45.87519972,-0.29297770,9.78850700
46.03903972,-0.11474960,9.78850700
46.20287972,-0.29297770,9.61088900
46.36671972,-0.11474960,9.61088900
46.53055972,-0.11474960,9.78850700
