#Time,Channel B(s),(V)
0.00000000,-0.32306890
0.00002000,-0.32306890
0.00004000,-0.32306890
0.00006000,-0.32306890
0.00008000,-0.32306890
0.00010000,-0.32306890
0.00012000,-0.32306890
0.00014000,-0.32306890
0.00016000,-0.32306890
0.00018000,-0.32306890
0.00020000,-0.32306890
0.00022000,-0.32306890
0.00024000,-0.32306890
0.00026000,-0.32306890
0.00028000,-0.32306890
0.00030000,-0.32306890
0.00032000,-0.32306890
0.00034000,-0.32306890
0.00036000,-0.32306890
0.00038000,-0.32306890
0.00040000,-0.32306890
0.00042000,-0.32306890
0.00044000,-0.32306890
0.00046000,-0.32306890
0.00048000,-0.32306890
0.00050000,-0.32306890
0.00052000,-0.32306890
0.00054000,-0.32306890
0.00056000,-0.30512400
0.00058000,-0.32306890
0.00060000,-0.32306890
0.00062000,-0.32306890
0.00064000,-0.32306890
0.00066000,-0.32306890
0.00068000,-0.32306890
0.00070000,-0.32306890
0.00072000,-0.32306890
0.00074000,-0.32306890
0.00076000,-0.32306890
0.00078000,-0.32306890
0.00080000,-0.32306890
0.00082000,-0.32306890
0.00084000,-0.32306890
0.00086000,-0.32306890
0.00088000,-0.32306890
0.00090000,-0.32306890
0.00092000,-0.32306890
0.00094000,-0.32306890
0.00096000,-0.32306890
0.00098000,-0.32306890
0.00100000,-0.32306890
0.00102000,-0.32306890
0.00104000,-0.32306890
0.00106000,-0.32306890
0.00108000,-0.32306890
0.00110000,-0.32306890
0.00112000,-0.32306890
0.00114000,-0.32306890
0.00116000,-0.32306890
0.00118000,-0.32306890
0.00120000,-0.32306890
0.00122000,-0.32306890
0.00124000,-0.32306890
0.00126000,-0.32306890
0.00128000,-0.32306890
0.00130000,-0.32306890
0.00132000,-0.32306890
0.00134000,-0.32306890
0.00136000,-0.32306890
0.00138000,-0.32306890
0.00140000,-0.32306890
0.00142000,-0.32306890
0.00144000,-0.32306890
0.00146000,-0.32306890
0.00148000,-0.32306890
0.00150000,-0.32306890
