0 2.9521e-09 -1e-08 -48.6793 -0.18248354 -0.10166209 -0.080821448 0 0 0 0
-0.1 4.32622e-10 0 0 -0.28282492 -0.0040008341 -0.27882409 0 -3.6062054e+09 0 0
-0.2 3.2866e-10 0 0 -0.36573287 0.068813508 -0.43454638 0 -7.2124108e+09 0 0
-0.3 2.84565e-10 0 0 -0.57348925 0.26083502 -0.83432428 0 -1.0818616e+10 0 0
-0.4 3.29232e-10 0 0 -0.15241834 -0.18296414 0.030545798 0 -1.4424822e+10 0 0
-0.5 3.78835e-10 0 0 -0.27658917 -0.089985322 -0.18660385 0 -1.8031027e+10 0 0
-0.6 3.3896e-10 0 0 -0.35597281 -0.047553823 -0.30841898 0 -2.1637232e+10 0 0
-0.7 2.22361e-10 0 0 -0.52590882 0.11539531 -0.64130413 0 -2.5243438e+10 0 0
-0.8 3.58105e-10 0 0 -0.62775584 0.20418712 -0.83194297 0 -2.8849643e+10 0 0
-0.9 2.91502e-10 0 0 -0.71040797 0.2679063 -0.97831427 0 -3.2455849e+10 0 0
-1 3.17657e-10 0 0 -0.30646693 -0.16154653 -0.1449204 0 -3.6062054e+10 0 0
-1.1 2.99954e-10 0 0 -0.3944149 -0.10540772 -0.28900719 0 -3.9668259e+10 0 0
-1.2 2.74849e-10 0 0 -0.44676025 -0.087063798 -0.35969645 0 -4.3274465e+10 0 0
-1.3 2.2676e-10 0 0 -0.62726034 0.068328536 -0.69558887 0 -4.688067e+10 0 0
-1.4 1.97899e-10 0 0 -0.73095873 0.14296534 -0.87392407 0 -5.0486876e+10 0 0
-1.5 4.73309e-10 0 0 -0.2774148 -0.31685549 0.03944069 0 -5.4093081e+10 0 0
-1.6 2.2006e-10 0 0 -0.33509831 -0.26462953 -0.070468784 0 -5.7699286e+10 0 0
-1.7 3.34382e-10 0 0 -0.34276791 -0.26474941 -0.078018498 0 -6.1305492e+10 0 0
-1.8 3.36337e-10 0 0 -0.48138558 -0.1254978 -0.35588778 0 -6.4911697e+10 0 0
-1.9 3.11625e-10 0 0 -0.6001071 -0.024996618 -0.57511048 0 -6.8517903e+10 0 0
-2 3.28159e-10 0 0 -0.67954389 0.025119703 -0.70466359 0 -7.2124108e+10 0 0
-2.1 2.53093e-10 0 0 -0.78104598 0.10395607 -0.88500205 0 -7.5730313e+10 0 0
-2.2 2.43318e-10 0 0 -0.45650691 -0.25705084 -0.19945607 0 -7.9336519e+10 0 0
-2.3 1.90079e-10 0 0 -0.4481538 -0.28524471 -0.16290909 0 -8.2942724e+10 0 0
-2.4 2.37584e-10 0 0 -0.54331343 -0.19385422 -0.34945921 0 -8.654893e+10 0 0
-2.5 1.86384e-10 0 0 -0.64868268 -0.087049721 -0.56163295 0 -9.0155135e+10 0 0
-2.6 2.11692e-10 0 0 -0.75375654 -0.0080537915 -0.74570274 0 -9.376134e+10 0 0
-2.7 2.32589e-10 0 0 -0.90732108 0.12038173 -1.0277028 0 -9.7367546e+10 0 0
-2.8 2.06375e-10 0 0 -0.093280804 -0.71063757 0.61735676 0 -1.0097375e+11 0 0
-2.9 2.0324e-10 0 0 0.032585694 -0.85389067 0.88647636 0 -1.0457996e+11 0 0
-3 2.63083e-10 0 0 -0.38516723 -0.4281428 0.042975573 0 -1.0818616e+11 0 0
-3.1 2.51496e-10 0 0 -0.3629213 -0.48207508 0.11915378 0 -1.1179237e+11 0 0
-3.2 -6.35624e-11 0 0 -0.49289474 -0.38911641 -0.10377833 0 -1.1539857e+11 0 0
-3.3 3.19052e-10 0 0 -0.67531891 -0.21827307 -0.45704584 0 -1.1900478e+11 0 0
-3.4 2.91812e-10 0 0 -0.42227647 -0.48406146 0.061784988 0 -1.2261098e+11 0 0
-3.5 -9.74536e-11 0 0 -0.70604889 -0.22382273 -0.48222615 0 -1.2621719e+11 0 0
-3.6 2.09069e-10 0 0 -0.86438795 -0.073763668 -0.79062428 0 -1.2982339e+11 0 0
-3.7 2.59507e-10 0 0 -0.53206211 -0.40837673 -0.12368538 0 -1.334296e+11 0 0
-3.8 -3.70657e-10 0 0 -0.74155981 -0.25609649 -0.48546333 0 -1.3703581e+11 0 0
-3.9 3.38817e-10 0 0 -0.93226017 -0.12880003 -0.80346014 0 -1.4064201e+11 0 0
-4 4.06003e-10 0 0 -0.94584842 -0.17513448 -0.77071394 0 -1.4424822e+11 0 0
-4.1 4.4874e-10 0 0 -0.94536472 -0.23244077 -0.71292395 0 -1.4785442e+11 0 0
-4.2 3.74079e-10 0 0 -0.99380088 -0.21400481 -0.77979607 0 -1.5146063e+11 0 0
-4.3 3.90947e-10 0 0 -1.0236949 -0.2298154 -0.79387948 0 -1.5506683e+11 0 0
-4.4 4.41813e-10 0 0 -1.0583124 -0.2780733 -0.78023914 0 -1.5867304e+11 0 0
-4.5 4.62973e-10 0 0 -0.8744077 -0.57724004 -0.29716766 0 -1.6227924e+11 0 0
-4.6 7.23553e-10 0 0 -1.033742 -0.5866647 -0.44707728 0 -1.6588545e+11 0 0
-4.7 4.75478e-10 0 0 -1.2695718 -0.52930465 -0.74026715 0 -1.6949165e+11 0 0
-4.8 4.28152e-10 0 0 -0.98628138 -1.0055467 0.019265341 0 -1.7309786e+11 0 0
-4.9 5.92363e-10 0 0 -1.3135559 -0.88447398 -0.42908194 0 -1.7670406e+11 0 0
-5 5.89931e-10 0 0 -1.6464991 -0.74979739 -0.89670167 0 -1.8031027e+11 0 0
-5.1 -7.68447e-10 0 0 -1.1043135 -1.5165224 0.41220891 0 -1.8391648e+11 0 0
-5.2 5.26977e-10 0 0 -1.5449789 -1.3169137 -0.22806519 0 -1.8752268e+11 0 0
-5.3 -7.95269e-10 0 0 -1.5540811 -1.5369715 -0.017109583 0 -1.9112889e+11 0 0
-5.4 -1.06702e-09 0 0 -1.793063 -1.5475416 -0.24552136 0 -1.9473509e+11 0 0
-5.5 -1.04319e-09 0 0 -1.9109979 -1.6968167 -0.21418125 0 -1.983413e+11 0 0
-5.6 -9.61554e-10 0 0 -2.0605905 -1.8211042 -0.23948634 0 -2.019475e+11 0 0
-5.7 -1.12637e-09 0 0 -2.5374488 -1.6229523 -0.91449647 0 -2.0555371e+11 0 0
-5.8 6.54197e-10 0 0 -2.570263 -1.8748912 -0.69537173 0 -2.0915991e+11 0 0
-5.9 2.03943e-10 0 0 -2.557968 -2.1746169 -0.38335117 0 -2.1276612e+11 0 0
-6 2.13695e-10 0 0 -2.5425637 -2.4778998 -0.06466387 0 -2.1637232e+11 0 0
-6.1 2.81405e-10 0 0 -2.5573198 -2.7728501 0.21553033 0 -2.1997853e+11 0 0
-6.2 1.4019e-10 0 0 -2.6054403 -3.0239466 0.41850633 0 -2.2358473e+11 0 0
-6.3 2.04492e-10 0 0 -2.6361792 -3.2865126 0.65033332 0 -2.2719094e+11 0 0
-6.4 1.71649e-10 0 0 -2.6643915 -3.5694021 0.90501068 0 -2.3079715e+11 0 0
-6.5 1.22774e-10 0 0 -2.688114 -3.8489921 1.1608782 0 -2.3440335e+11 0 0
-6.6 2.19309e-10 0 0 -2.713121 -4.1079683 1.3948474 0 -2.3800956e+11 0 0
-6.7 1.10066e-10 0 0 -2.7569445 -4.3532359 1.5962914 0 -2.4161576e+11 0 0
-6.8 2.04802e-10 0 0 -2.8185463 -4.5796474 1.7611011 0 -2.4522197e+11 0 0
-6.9 1.46627e-11 0 0 -2.8857919 -4.7750802 1.8892883 0 -2.4882817e+11 0 0
-7 1.2629e-10 0 0 -2.9654715 -4.9466456 1.9811741 0 -2.5243438e+11 0 0
-7.1 6.73175e-11 0 0 -3.0620662 -5.1009346 2.0388684 0 -2.5604058e+11 0 0
-7.2 1.20509e-10 0 0 -3.1747712 -5.2386336 2.0638624 0 -2.5964679e+11 0 0
-7.3 -1.02282e-11 0 0 -3.3148927 -5.373033 2.0581404 0 -2.6325299e+11 0 0
-7.4 2.14493e-10 0 0 -3.4635252 -5.4849739 2.0214487 0 -2.668592e+11 0 0
-7.5 2.11751e-10 0 0 -3.6152309 -5.5696425 1.9544117 0 -2.704654e+11 0 0
-7.6 1.67847e-11 0 0 -3.7658994 -5.6231676 1.8572682 0 -2.7407161e+11 0 0
