1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.581308581611337417e+22 6.284861638485661975e+21 3.777944718781504291e+21 2.732805898876301607e+21 2.183348324926492246e+21 1.852378818070594978e+21 1.634906140861966582e+21 1.483384704028221374e+21 1.373412876185885213e+21 1.291247851092916306e+21 1.228571630581492482e+21 1.180050233175082926e+21 1.142096906578966741e+21 1.112202396000823935e+21 1.088552071085764903e+21 1.069796916834894610e+21 1.054911141501394092e+21 1.043100540624233955e+21 1.033741617521536664e+21 1.026339882079938544e+21 1.020500417112769561e+21 1.015906484976661561e+21 1.012303537213710402e+21 1.009486954620778447e+21 1.007292440355974283e+21 1.005588360072781103e+21 1.004269556393410560e+21 1.003252312343331734e+21 1.002470231951899886e+21 1.001870866358474375e+21 1.001412953227652891e+21 1.001064164073107751e+21 1.000799273161905930e+21 1.000598676010334159e+21 1.000447196853122499e+21 1.000333133880994955e+21 1.000247499060975370e+21 1.000183416290749710e+21 1.000135647668117438e+21 1.000100222889468363e+21 1.000074151308349932e+21 1.000055200059864121e+21 1.000041724959825199e+21 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10
1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.581308581611337417e+22 6.284861638485661975e+21 3.777944718781504291e+21 2.732805898876301607e+21 2.183348324926492246e+21 1.852378818070594978e+21 1.634906140861966582e+21 1.483384704028221374e+21 1.373412876185885213e+21 1.291247851092916306e+21 1.228571630581492482e+21 1.180050233175082926e+21 1.142096906578966741e+21 1.112202396000823935e+21 1.088552071085764903e+21 1.069796916834894610e+21 1.054911141501394092e+21 1.043100540624233955e+21 1.033741617521536664e+21 1.026339882079938544e+21 1.020500417112769561e+21 1.015906484976661561e+21 1.012303537213710402e+21 1.009486954620778447e+21 1.007292440355974283e+21 1.005588360072781103e+21 1.004269556393410560e+21 1.003252312343331734e+21 1.002470231951899886e+21 1.001870866358474375e+21 1.001412953227652891e+21 1.001064164073107751e+21 1.000799273161905930e+21 1.000598676010334159e+21 1.000447196853122499e+21 1.000333133880994955e+21 1.000247499060975370e+21 1.000183416290749710e+21 1.000135647668117438e+21 1.000100222889468363e+21 1.000074151308349932e+21 1.000055200059864121e+21 1.000041724959825199e+21 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10
1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.537234370686585563e+22 6.082558446006717907e+21 3.675025027555799859e+21 2.675382176341172945e+21 2.149055753872726819e+21 1.830814267796307050e+21 1.620783171743498895e+21 1.473829653887799263e+21 1.366777167165698343e+21 1.286542117438389486e+21 1.225178637076957757e+21 1.177571653370120503e+21 1.140267961196056412e+21 1.110842477725116662e+21 1.087535208199219315e+21 1.069033556075426742e+21 1.054336592225504985e+21 1.042667451378031919e+21 1.033414958090592584e+21 1.026093520700734177e+21 1.020314737007030436e+21 1.015766693189800821e+21 1.012198444498081677e+21 1.009408082378098344e+21 1.007233359028729283e+21 1.005544194204065726e+21 1.004236611575178068e+21 1.003227792487547798e+21 1.002452024218588152e+21 1.001857377189022532e+21 1.001402983218604409e+21 1.001056812491705287e+21 1.000793865138566726e+21 1.000594707097879708e+21 1.000444290885023433e+21 1.000331011003833385e+21 1.000245951537582965e+21 1.000182290224945824e+21 1.000134829229308510e+21 1.000099627945070559e+21 1.000073717625830375e+21 1.000054881435158708e+21 1.000041486777823920e+21 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10
1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.340232967165049831e+22 5.472163283299347726e+21 3.421280446692629414e+21 2.548721875694288634e+21 2.077914219742637326e+21 1.787521540909072384e+21 1.592901772734227808e+21 1.455116079004861858e+21 1.353823694391302947e+21 1.277363956226488795e+21 1.218558581918326850e+21 1.172731387368932508e+21 1.136692392230063702e+21 1.108180823588903059e+21 1.085542807904481444e+21 1.067536336700953461e+21 1.053208652933398790e+21 1.041816508044897288e+21 1.032772643121002709e+21 1.025608764258810593e+21 1.019949153316521247e+21 1.015491302317010452e+21 1.011991303447398842e+21 1.009252548320863060e+21 1.007116800556424757e+21 1.005457025752548639e+21 1.004171564602007880e+21 1.003179362390279062e+21 1.002416049107619283e+21 1.001830716409552830e+21 1.001383271788704039e+21 1.001042273550551351e+21 1.000783166825296036e+21 1.000586853491984302e+21 1.000438539054392541e+21 1.000326808042768302e+21 1.000242886883904848e+21 1.000180059628326879e+21 1.000133207579022328e+21 1.000098448810748674e+21 1.000072857862734348e+21 1.000054249587903693e+21 1.000041014308963090e+21 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10 1.000000000000000036e-10
1.591520158418291655e+22 1.591520158418291655e+22 1.546407283664328275e+22 1.346131953939463851e+22 6.839325600701647684e+21 4.180938093220683842e+21 2.985254852997527634e+21 2.351913853199843328e+21 1.972557695959936008e+21 1.724810732692114506e+21 1.552889185276701704e+21 1.428339418412244271e+21 1.335285874437204214e+21 1.264207634169314935e+21 1.209048001623967924e+21 1.165761110144677446e+21 1.131531371462535545e+21 1.104330626025314320e+21 1.082655023951391228e+21 1.065362412184141169e+21 1.051568308426049192e+21 1.040577233005217186e+21 1.031836011173272486e+21 1.024901074405470896e+21 1.019414888048766091e+21 1.015088465186720711e+21 1.011688039435874206e+21 1.009024658523809645e+21 1.006945892675907092e+21 1.005329124669301588e+21 1.004076061057731658e+21 1.003108213403941208e+21 1.002363167795783533e+21 1.001791505465748750e+21 1.001354266556953657e+21 1.001020869023105417e+21 1.000767409042667864e+21 1.000575280400684679e+21 1.000430059332011557e+21 1.000320609034266608e+21 1.000238364816591684e+21 1.000176766835005981e+21 1.000130812667092009e+21 1.000096706650002555e+21 1.000071586986848027e+21 1.000053315160642814e+21 1.000040315231472452e+21 1.000031453188057334e+21 1.000025948739869475e+21 1.000023313834876338e+21 1.000023313834876338e+21
6.375442925598704402e+21 6.375442925598704402e+21 6.164483109463703683e+21 5.532486743024088383e+21 4.206499642679880057e+21 3.205795169597184803e+21 2.556855066846177526e+21 2.134818641526502982e+21 1.849954522603657363e+21 1.649829690206388486e+21 1.504289622290084135e+21 1.395471697890203402e+21 1.312350107800351539e+21 1.247825636818404246e+21 1.197141959364135092e+21 1.156995179048361132e+21 1.125015140727806755e+21 1.099452778505077129e+21 1.078985564833834729e+21 1.062592845769727410e+21 1.049473735258397868e+21 1.038991587984986472e+21 1.030635440233332212e+21 1.023992500066208711e+21 1.018727971654771802e+21 1.014569847501770981e+21 1.011297144622220575e+21 1.008730593872682287e+21 1.006725131444446691e+21 1.005163758463712625e+21 1.003952472791583162e+21 1.003016064799585731e+21 1.002294624529228235e+21 1.001740643239250756e+21 1.001316615666919670e+21 1.000993065307442643e+21 1.000746926684951937e+21 1.000560227749340512e+21 1.000419023199938675e+21 1.000312536243010535e+21 1.000232472293756502e+21 1.000172473544503853e+21 1.000127688181486846e+21 1.000094432361174139e+21 1.000069926870618341e+21 1.000052093720061805e+21 1.000039400787450528e+21 1.000030745098972430e+21 1.000025367440883188e+21 1.000022792813077070e+21 1.000022792813077070e+21
3.858472336407206560e+21 3.858472336407206560e+21 3.748789608721854497e+21 3.480089986155034444e+21 3.021833095116518588e+21 2.572770261082937754e+21 2.209677500577468908e+21 1.933893233110636823e+21 1.727021961151096029e+21 1.570840616736731431e+21 1.451446589806466826e+21 1.358965628128991642e+21 1.286488533920463192e+21 1.229145660967655047e+21 1.183447442095819719e+21 1.146842241139867779e+21 1.117424823008865026e+21 1.093743863292980494e+21 1.074673608102466814e+21 1.059327098672193339e+21 1.046996510948827857e+21 1.037111349743316632e+21 1.029208521857303577e+21 1.022910402246467781e+21 1.017908349835818172e+21 1.013950000875564564e+21 1.010829237205236056e+21 1.008378099938794144e+21 1.006460162923459641e+21 1.004965038511237628e+21 1.003803789755496137e+21 1.002905087695090221e+21 1.002211993171126125e+21 1.001679268533617689e+21 1.001271141496107303e+21 1.000959455031764189e+21 1.000722145874402214e+21 1.000542001228785123e+21 1.000405649427670630e+21 1.000302745845752791e+21 1.000225320530044649e+21 1.000167258763500978e+21 1.000123890133139063e+21 1.000091665606900711e+21 1.000067905626222363e+21 1.000050605300343898e+21 1.000038285465758597e+21 1.000029880685245235e+21 1.000024657249028014e+21 1.000022155956882113e+21 1.000022155956882113e+21
2.805938778728575795e+21 2.805938778728575795e+21 2.743286987462503039e+21 2.605810166352301261e+21 2.393553138243733029e+21 2.160343683865542656e+21 1.945258795080526856e+21 1.762875789004387123e+21 1.613972080345439273e+21 1.494195544243557630e+21 1.398206992066181857e+21 1.321185549678722679e+21 1.259194379877357978e+21 1.209138439212371280e+21 1.168612347469227622e+21 1.135744471591292240e+21 1.109067710630472450e+21 1.087420522023653081e+21 1.069873599131285848e+21 1.055676217372346941e+21 1.044216988182817145e+21 1.034994931294910415e+21 1.027597857716609221e+21 1.021685917032753136e+21 1.016978806595995304e+21 1.013245605855186911e+21 1.010296528226924757e+21 1.007976110919810286e+21 1.006157517774866612e+21 1.004737732721619370e+21 1.003633487819170906e+21 1.002777811845481890e+21 1.002117111539767575e+21 1.001608713876598948e+21 1.001218808201449964e+21 1.000920734294121120e+21 1.000693568030725898e+21 1.000520961169243374e+21 1.000390196320123748e+21 1.000291422544236118e+21 1.000217041263457206e+21 1.000161216226352824e+21 1.000119485078874227e+21 1.000088453592854954e+21 1.000065556767251759e+21 1.000048873826159690e+21 1.000036986600428143e+21 1.000028872919206461e+21 1.000023828488928887e+21 1.000021412341897232e+21 1.000021412341897232e+21
2.250880670036245348e+21 2.250880670036245348e+21 2.212521923680209732e+21 2.133266234195999982e+21 2.016511350867535593e+21 1.881262156023132062e+21 1.746242295700497105e+21 1.622650557456523198e+21 1.514951913349032706e+21 1.423625788351905268e+21 1.347312095964174746e+21 1.284031529885589570e+21 1.231766896603221197e+21 1.188695543643033829e+21 1.153254625074775720e+21 1.124135187457282277e+21 1.100251053940971143e+21 1.080702739864614601e+21 1.064744307079212171e+21 1.051755514616554979e+21 1.041219318377572336e+21 1.032703955399647035e+21 1.025848678045006823e+21 1.020352288925447356e+21 1.015963792129664614e+21 1.012474644807179436e+21 1.009712236608317293e+21 1.007534335387626766e+21 1.005824317725565518e+21 1.004487057535715115e+21 1.003445381439306072e+21 1.002637021370955334e+21 1.002012007693635027e+21 1.001530453479900185e+21 1.001160685040601924e+21 1.000877676858692993e+21 1.000661751755418370e+21 1.000497509851066663e+21 1.000372952851338232e+21 1.000278773386637345e+21 1.000207782462137172e+21 1.000154451420852519e+21 1.000114548066921087e+21 1.000084849652119896e+21 1.000062918234213712e+21 1.000046926440085848e+21 1.000035523901121757e+21 1.000027736585032958e+21 1.000022892951850189e+21 1.000020572346580337e+21 1.000020572346580337e+21
1.915437497654299329e+21 1.915437497654299329e+21 1.890670030056230224e+21 1.841103820254278058e+21 1.769622168428265079e+21 1.684551109090282832e+21 1.595368816190741545e+21 1.509288080335611625e+21 1.430492265155887366e+21 1.360764697246955471e+21 1.300382494206438932e+21 1.248821459083450384e+21 1.205204394558214898e+21 1.168552213692549431e+21 1.137910395108805050e+21 1.112404657664364773e+21 1.091259507643259945e+21 1.073798821665953284e+21 1.059438689312641516e+21 1.047677644888480547e+21 1.038086667808533774e+21 1.030299918956665111e+21 1.024006498925218234e+21 1.018943216452493509e+21 1.014888249908846526e+21 1.011655568123326628e+21 1.009089995439421784e+21 1.007062833173802254e+21 1.005467973970576802e+21 1.004218463016674787e+21 1.003243470636363153e+21 1.002485645917301506e+21 1.001898822624573391e+21 1.001446048418693120e+21 1.001097907568764781e+21 1.000831106746049495e+21 1.000627293513378300e+21 1.000472077922027045e+21 1.000354229139377357e+21 1.000265021106600411e+21 1.000197703680003801e+21 1.000147078359792878e+21 1.000109160399442018e+21 1.000080911698294604e+21 1.000060031326118609e+21 1.000044792762483474e+21 1.000033918934495789e+21 1.000026487904269107e+21 1.000021863607581278e+21 1.000019647404578439e+21 1.000019647404578439e+21
