0	0.00000000131222	-0.00000001	-47.827	0.54237472	0.382179493	-0.160195224	1.37729199812256E-08	0	inf	0
-0.5	-0.000000000844502	0	0	0.8973592	0.65183699	-0.245522209	0	-20596980125.7	0	0
-1	-0.000000000884306	0	0	2.04240816	0.138523483	-1.903884677	0	-41193960251.4	0	0
-1.5	-0.000000000708485	0	0	3.45477243	0.119580236	-3.335192194	0	-61790940377.1	0	0
-2	-0.000000000410521	0	0	5.16652659	0.113912856	-5.052613734	0	-82387920502.8	0	0
-2.5	-0.000000000391352	0	0	5.46936003	0.116529205	-5.352830825	0	-102984900628.5	0	0
-3	-0.000000000395834	0	0	5.27779866	0.132780079	-5.145018581	0	-123581880754.2	0	0
-3.5	-0.000000000397456	0	0	4.89232344	0.670612091	-4.221711349	0	-144178860879.89	0	0
-4	-0.00000000033977	0	0	4.54232757	0.156466018	-4.385861552	0	-164775841005.59	0	0
-4.5	-0.000000000379729	0	0	4.28039787	0.161342995	-4.119054875	0	-185372821131.29	0	0
-5	-0.000000000351071	0	0	4.03460991	0.169358963	-3.865250947	0	-205969801256.99	0	0
-5.5	-0.000000000309277	0	0	3.81348368	0.180604186	-3.632879494	0	-226566781382.69	0	0
-6	-0.000000000279367	0	0	3.61067033	0.193385654	-3.417284676	0	-247163761508.39	0	0
-6.5	-0.000000000249946	0	0	3.4444275	0.205136093	-3.239291407	0	-267760741634.09	0	0
-7	-0.000000000221455	0	0	3.31980742	0.220705394	-3.099102026	0	-288357721759.79	0	0
-7.5	-0.000000000176382	0	0	3.2323613	0.23814729	-2.99421401	0	-308954701885.49	0	0
-8	-0.000000000139523	0	0	3.16515521	1.03434367	-2.13081154	0	-329551682011.19	0	0
-8.5	-0.000000000176692	0	0	3.11659553	1.1038476	-2.01274793	0	-350148662136.89	0	0
-9	-0.000000000152826	0	0	3.08740977	1.17656807	-1.9108417	0	-370745642262.59	0	0
-9.5	-0.000000000148988	0	0	3.07275664	0.270087139	-2.802669501	0	-391342622388.29	0	0
-10	0.000000000040722	0	0	3.05647375	0.869670893	-2.186802857	0	-411939602513.99	0	0
-10.5	-0.000000000437498	0	0	3.16378244	1.92089604	-1.2428864	0	-432536582639.68	0	0
-11	-0.000000000618732	0	0	3.35853063	3.15309697	-0.20543366	0	-453133562765.38	0	0
-11.5	-0.000000000668275	0	0	3.64352372	4.15374527	0.51022155	0	-473730542891.08	0	0
-12	-0.000000000701427	0	0	3.85559383	4.56796463	0.7123708	0	-494327523016.78	0	0
-12.5	-0.000000000724578	0	0	3.98075902	4.78480852	0.8040495	0	-514924503142.48	0	0
-13	-0.000000000724339	-0.00000001	-100.007	4.08630849	4.96382384	0.87751535	-2.51432183098167E-09	-535521483268.18	0.02930445024454	0
-13.5	-0.000000000708807	-0.00000001	-100.004	4.1669003	5.08387509	0.91697479	-2.40612503810112E-09	-556118463393.88	0.02700477034906	0
-14	-0.000000000696433	0	0	4.21380887	5.16344737	0.9496385	0	-576715443519.58	0	0
